location_id,year,age_group_id,sex_id,mean
62,1983,153,2,7.14
62,1983,154,1,6.47
62,1983,154,2,5.03
185,1983,149,1,3.08
185,1983,149,2,2.64
185,1983,150,1,3.14
185,1983,150,2,2.07
185,1983,151,1,2.57
185,1983,151,2,1.23
185,1983,152,1,1.91
185,1983,152,2,0.64
185,1983,153,1,1.36
185,1983,153,2,0.31
185,1983,154,1,0.77
185,1983,154,2,0.14
64,1983,149,1,10.39
64,1983,149,2,10.39
64,1983,150,1,11.07
64,1983,150,2,10.75
64,1983,151,1,10.44
64,1983,151,2,9.92
64,1983,152,1,9.62
64,1983,152,2,8.89
64,1983,153,1,8.92
64,1983,153,2,8.08
64,1983,154,1,8.06
64,1983,154,2,7.19
31,1983,149,1,8.74
31,1983,149,2,8.62
31,1983,150,1,9.79
31,1983,150,2,9.68
31,1983,151,1,9.62
31,1983,151,2,9.23
31,1983,152,1,8.88
31,1983,152,2,8.14
31,1983,153,1,7.83
31,1983,153,2,6.71
31,1983,154,1,6.43
31,1983,154,2,4.88
166,1983,149,1,4.2
166,1983,149,2,3.3
166,1983,150,1,4.34
166,1983,150,2,2.72
166,1983,151,1,3.77
166,1983,151,2,2.02
166,1983,152,1,2.99
166,1983,152,2,1.38
166,1983,153,1,2.08
166,1983,153,2,0.9
166,1983,154,1,1.41
166,1983,154,2,0.66
137,1983,149,1,5.79
137,1983,149,2,4.39
137,1983,150,1,5.54
137,1983,150,2,3.39
137,1983,151,1,4.6
137,1983,151,2,2.22
137,1983,152,1,3.36
137,1983,152,2,1.4
137,1983,153,1,2.22
137,1983,153,2,0.85
137,1983,154,1,1.44
137,1983,154,2,0.63
158,1983,149,1,4.7
158,1983,149,2,2.78
158,1983,150,1,4.25
158,1983,150,2,1.98
158,1983,151,1,3.53
158,1983,151,2,1.4
158,1983,152,1,2.99
158,1983,152,2,0.94
158,1983,153,1,2.32
158,1983,153,2,0.59
158,1983,154,1,1.72
158,1983,154,2,0.35
4,1983,149,1,6.89
4,1983,149,2,6.13
4,1983,150,1,6.72
4,1983,150,2,5.1
4,1983,151,1,5.91
4,1983,151,2,3.96
4,1983,152,1,4.88
4,1983,152,2,2.83
4,1983,153,1,3.86
4,1983,153,2,1.74
4,1983,154,1,2.84
4,1983,154,2,0.88
103,1983,149,1,5.66
103,1983,149,2,5.75
103,1983,150,1,5.66
103,1983,150,2,5.33
103,1983,151,1,5
103,1983,151,2,4.35
103,1983,152,1,4.18
103,1983,152,2,3.44
103,1983,153,1,3.37
103,1983,153,2,2.64
103,1983,154,1,2.61
103,1983,154,2,2
152,1983,149,1,7.42
152,1983,149,2,5.49
152,1983,150,1,7.96
152,1983,150,2,4.17
152,1983,151,1,6.58
152,1983,151,2,2.1
152,1983,152,1,4.65
152,1983,152,2,0.93
152,1983,153,1,2.77
152,1983,153,2,0.51
152,1983,154,1,1.37
152,1983,154,2,0.23
522,1983,149,1,5.06
522,1983,149,2,3.16
522,1983,150,1,4.85
522,1983,150,2,2.16
522,1983,151,1,3.73
522,1983,151,2,1.09
522,1983,152,1,2.6
522,1983,152,2,0.56
522,1983,153,1,1.62
522,1983,153,2,0.26
522,1983,154,1,1.13
522,1983,154,2,0.13
216,1983,149,1,2.58
216,1983,149,2,1.67
216,1983,150,1,2.41
216,1983,150,2,1.13
216,1983,151,1,2.1
216,1983,151,2,0.72
216,1983,152,1,1.61
216,1983,152,2,0.48
216,1983,153,1,1.02
216,1983,153,2,0.21
216,1983,154,1,0.51
216,1983,154,2,0.08
69,1983,149,1,8.19
69,1983,149,2,8.31
69,1983,150,1,8.49
69,1983,150,2,7.33
69,1983,151,1,7.73
69,1983,151,2,5.79
69,1983,152,1,5.64
69,1983,152,2,3.4
69,1983,153,1,4.11
69,1983,153,2,1.85
69,1983,154,1,2.91
69,1983,154,2,0.98
28,1983,149,1,5.01
28,1983,149,2,3.86
28,1983,150,1,4.36
28,1983,150,2,2.91
28,1983,151,1,3.56
28,1983,151,2,2.1
28,1983,152,1,2.86
28,1983,152,2,1.53
28,1983,153,1,2.13
28,1983,153,2,1.17
28,1983,154,1,1.55
28,1983,154,2,0.77
217,1983,149,1,2.58
217,1983,149,2,1.4
217,1983,150,1,2.05
217,1983,150,2,0.84
217,1983,151,1,1.79
217,1983,151,2,0.69
217,1983,152,1,1.47
217,1983,152,2,0.48
217,1983,153,1,1.12
217,1983,153,2,0.29
217,1983,154,1,0.69
217,1983,154,2,0.23
127,1983,149,1,4.92
127,1983,149,2,4.86
127,1983,150,1,4.89
127,1983,150,2,4.39
127,1983,151,1,4.42
127,1983,151,2,3.45
127,1983,152,1,4.07
127,1983,152,2,3.14
127,1983,153,1,3.4
127,1983,153,2,2.7
127,1983,154,1,2.69
127,1983,154,2,2.19
187,1983,149,1,1.88
187,1983,149,2,0.93
187,1983,150,1,1.82
187,1983,150,2,0.72
187,1983,151,1,2.05
187,1983,151,2,0.66
187,1983,152,1,1.44
187,1983,152,2,0.32
187,1983,153,1,1
187,1983,153,2,0.1
187,1983,154,1,0.61
187,1983,154,2,0.04
53,1983,149,1,6.78
53,1983,149,2,6.38
53,1983,150,1,8.04
53,1983,150,2,7.68
53,1983,151,1,8.05
53,1983,151,2,7.32
53,1983,152,1,7.65
53,1983,152,2,6.35
53,1983,153,1,7.07
53,1983,153,2,5.2
53,1983,154,1,5.85
53,1983,154,2,3.25
435,1983,149,1,1.36
435,1983,149,2,0.65
435,1983,150,1,1.49
435,1983,150,2,0.42
435,1983,151,1,1.22
435,1983,151,2,0.3
435,1983,152,1,0.95
435,1983,152,2,0.18
435,1983,153,1,0.61
435,1983,153,2,0.09
435,1983,154,1,0.4
435,1983,154,2,0.06
215,1983,149,1,3.79
215,1983,149,2,3.1
215,1983,150,1,3.96
215,1983,150,2,2.62
215,1983,151,1,3.37
215,1983,151,2,1.66
215,1983,152,1,2.53
215,1983,152,2,0.87
215,1983,153,1,1.73
215,1983,153,2,0.42
215,1983,154,1,1.21
215,1983,154,2,0.25
118,1983,149,1,5.29
118,1983,149,2,5.15
118,1983,150,1,5.77
118,1983,150,2,5.2
118,1983,151,1,5.65
118,1983,151,2,4.7
118,1983,152,1,5.29
118,1983,152,2,3.97
118,1983,153,1,4.44
118,1983,153,2,3.1
118,1983,154,1,3.18
118,1983,154,2,2.53
54,1983,149,1,7.8
54,1983,149,2,7.28
54,1983,150,1,9.79
54,1983,150,2,9.31
54,1983,151,1,9.49
54,1983,151,2,8.68
54,1983,152,1,9.09
54,1983,152,2,7.55
54,1983,153,1,8.35
54,1983,153,2,6.29
54,1983,154,1,6.91
54,1983,154,2,4.33
55,1983,149,1,7.66
55,1983,149,2,7.74
55,1983,150,1,9.19
55,1983,150,2,9.01
55,1983,151,1,8.78
55,1983,151,2,8.09
55,1983,152,1,8.49
55,1983,152,2,7.17
55,1983,153,1,7.7
55,1983,153,2,5.74
55,1983,154,1,6.65
55,1983,154,2,4.66
93,1983,149,1,10.33
93,1983,149,2,10.47
93,1983,150,1,10.69
93,1983,150,2,10.59
93,1983,151,1,10.15
93,1983,151,2,10.06
93,1983,152,1,9.18
93,1983,152,2,9
93,1983,153,1,8.05
93,1983,153,2,7.53
93,1983,154,1,7.07
93,1983,154,2,6.28
197,1983,149,1,5.07
197,1983,149,2,5.11
197,1983,150,1,5.17
197,1983,150,2,4.84
197,1983,151,1,4.39
197,1983,151,2,3.86
197,1983,152,1,3.5
197,1983,152,2,2.73
197,1983,153,1,2.47
197,1983,153,2,1.78
197,1983,154,1,1.55
197,1983,154,2,0.87
186,1983,149,1,6.4
186,1983,149,2,6.31
186,1983,150,1,6.65
186,1983,150,2,6.25
186,1983,151,1,5.79
186,1983,151,2,5.5
186,1983,152,1,4.87
186,1983,152,2,4.53
186,1983,153,1,4
186,1983,153,2,3.71
186,1983,154,1,3.53
186,1983,154,2,3.34
153,1983,149,1,5.82
153,1983,149,2,3.9
153,1983,150,1,5.48
153,1983,150,2,3.15
153,1983,151,1,4.36
153,1983,151,2,2.03
153,1983,152,1,3.16
153,1983,152,2,1.13
153,1983,153,1,1.89
153,1983,153,2,0.46
153,1983,154,1,0.92
153,1983,154,2,0.14
204,1983,149,1,2.43
204,1983,149,2,0.95
204,1983,150,1,2.26
204,1983,150,2,0.57
204,1983,151,1,1.64
204,1983,151,2,0.37
204,1983,152,1,1.2
204,1983,152,2,0.17
204,1983,153,1,0.6
204,1983,153,2,0.05
204,1983,154,1,0.21
204,1983,154,2,0.04
218,1983,149,1,3.93
218,1983,149,2,2.39
218,1983,150,1,3.82
218,1983,150,2,1.59
218,1983,151,1,3.36
218,1983,151,2,1.2
218,1983,152,1,2.58
218,1983,152,2,0.67
218,1983,153,1,1.64
218,1983,153,2,0.29
218,1983,154,1,0.81
218,1983,154,2,0.14
18,1983,149,1,6.69
18,1983,149,2,6.21
18,1983,150,1,5.94
18,1983,150,2,5.27
18,1983,151,1,5.15
18,1983,151,2,4.2
18,1983,152,1,4.5
18,1983,152,2,3.43
18,1983,153,1,3.85
18,1983,153,2,2.73
18,1983,154,1,3.15
18,1983,154,2,1.82
39,1983,149,1,8.51
39,1983,149,2,7.11
39,1983,150,1,9.22
39,1983,150,2,8.04
39,1983,151,1,8.78
39,1983,151,2,7.19
39,1983,152,1,8.45
39,1983,152,2,5.93
39,1983,153,1,6.66
39,1983,153,2,4.58
39,1983,154,1,4.7
39,1983,154,2,2.68
40,1983,149,1,8.68
40,1983,149,2,8.42
40,1983,150,1,9.56
40,1983,150,2,8.9
40,1983,151,1,9.44
40,1983,151,2,8.22
40,1983,152,1,8.16
40,1983,152,2,6.53
40,1983,153,1,6.25
40,1983,153,2,4.79
40,1983,154,1,4.53
40,1983,154,2,2.97
19,1983,149,1,4.66
19,1983,149,2,4.03
19,1983,150,1,4.21
19,1983,150,2,2.88
19,1983,151,1,3.04
19,1983,151,2,1.39
19,1983,152,1,1.49
19,1983,152,2,0.48
19,1983,153,1,0.56
19,1983,153,2,0.14
19,1983,154,1,0.26
19,1983,154,2,0.1
29,1983,149,1,8.11
29,1983,149,2,7.99
29,1983,150,1,8.31
29,1983,150,2,7.87
29,1983,151,1,7.72
29,1983,151,2,6.98
29,1983,152,1,6.75
29,1983,152,2,5.74
29,1983,153,1,6.04
29,1983,153,2,5.13
29,1983,154,1,5.4
29,1983,154,2,4.42
119,1983,149,1,8.88
119,1983,149,2,9.07
119,1983,150,1,8.24
119,1983,150,2,8.24
119,1983,151,1,7.45
119,1983,151,2,7.1
119,1983,152,1,6.66
119,1983,152,2,5.88
119,1983,153,1,5.89
119,1983,153,2,4.93
119,1983,154,1,4.96
119,1983,154,2,4.17
154,1983,149,1,7.13
154,1983,149,2,4.37
154,1983,150,1,5.61
154,1983,150,2,2.8
154,1983,151,1,4.55
154,1983,151,2,1.63
154,1983,152,1,3.23
154,1983,152,2,1.2
154,1983,153,1,2
154,1983,153,2,0.56
154,1983,154,1,1.05
154,1983,154,2,0.24
155,1983,149,1,6.62
155,1983,149,2,5.04
155,1983,150,1,6.19
155,1983,150,2,4.14
155,1983,151,1,5.24
155,1983,151,2,3.16
155,1983,152,1,4.3
155,1983,152,2,2.51
155,1983,153,1,3.35
155,1983,153,2,1.95
155,1983,154,1,2.58
155,1983,154,2,1.78
8,1983,149,1,9.26
8,1983,149,2,8.87
8,1983,150,1,9.6
8,1983,150,2,8.67
8,1983,151,1,8.47
8,1983,151,2,6.87
8,1983,152,1,6.76
8,1983,152,2,4.6
8,1983,153,1,5.58
8,1983,153,2,2.99
8,1983,154,1,4.54
8,1983,154,2,1.73
189,1983,149,1,4.3
189,1983,149,2,3.85
189,1983,150,1,4.57
189,1983,150,2,3.3
189,1983,151,1,3.99
189,1983,151,2,2.13
189,1983,152,1,3.1
189,1983,152,2,1.08
189,1983,153,1,1.98
189,1983,153,2,0.53
189,1983,154,1,1.24
189,1983,154,2,0.3
190,1983,149,1,4.25
190,1983,149,2,3.3
190,1983,150,1,4.46
190,1983,150,2,2.61
190,1983,151,1,4.03
190,1983,151,2,1.91
190,1983,152,1,3.48
190,1983,152,2,1.21
190,1983,153,1,2.59
190,1983,153,2,0.68
190,1983,154,1,1.56
190,1983,154,2,0.4
63,1983,149,1,8.48
63,1983,149,2,8.28
63,1983,150,1,9.42
63,1983,150,2,9.44
63,1983,151,1,9.53
63,1983,151,2,9.12
63,1983,152,1,8.58
63,1983,152,2,7.82
63,1983,153,1,7.58
63,1983,153,2,6.34
63,1983,154,1,5.86
63,1983,154,2,4.27
99,1983,149,1,7.53
99,1983,149,2,7.96
99,1983,150,1,7.47
99,1983,150,2,7.8
99,1983,151,1,6.89
99,1983,151,2,7.01
99,1983,152,1,6.28
99,1983,152,2,6.27
99,1983,153,1,5.62
99,1983,153,2,5.48
99,1983,154,1,4.74
99,1983,154,2,4.78
102,1983,149,1,11.98
102,1983,149,2,12.12
102,1983,150,1,13.21
102,1983,150,2,13
102,1983,151,1,13.06
102,1983,151,2,12.72
102,1983,152,1,12.41
102,1983,152,2,12.08
102,1983,153,1,11.55
102,1983,153,2,11.37
102,1983,154,1,10.26
102,1983,154,2,10.26
41,1983,149,1,8.15
41,1983,149,2,7.79
41,1983,150,1,9.05
41,1983,150,2,8.43
41,1983,151,1,9.25
41,1983,151,2,8.24
41,1983,152,1,8.8
41,1983,152,2,7.26
41,1983,153,1,7.44
41,1983,153,2,5.66
41,1983,154,1,5.54
41,1983,154,2,4
117,1983,149,1,6.82
117,1983,149,2,7.36
117,1983,150,1,6.03
117,1983,150,2,5.99
117,1983,151,1,5.24
117,1983,151,2,4.75
117,1983,152,1,4.51
117,1983,152,2,3.7
117,1983,153,1,3.84
117,1983,153,2,2.83
117,1983,154,1,3.24
117,1983,154,2,2.13
133,1983,149,1,6.43
133,1983,149,2,6.92
133,1983,150,1,6.4
133,1983,150,2,6.35
133,1983,151,1,5.87
133,1983,151,2,5.24
133,1983,152,1,5.01
133,1983,152,2,4.17
133,1983,153,1,4.13
133,1983,153,2,3.13
133,1983,154,1,3.04
133,1983,154,2,2.23
20,1983,149,1,5.84
20,1983,149,2,5.4
20,1983,150,1,5.88
20,1983,150,2,5.07
20,1983,151,1,5.88
20,1983,151,2,4.6
20,1983,152,1,5.57
20,1983,152,2,3.69
20,1983,153,1,4.7
20,1983,153,2,2.44
20,1983,154,1,3.33
20,1983,154,2,1.2
30,1983,149,1,5.39
30,1983,149,2,4.88
30,1983,150,1,5.3
30,1983,150,2,4.35
30,1983,151,1,4.97
30,1983,151,2,3.84
30,1983,152,1,4.42
30,1983,152,2,3.07
30,1983,153,1,3.55
30,1983,153,2,2.42
30,1983,154,1,2.58
30,1983,154,2,1.55
27,1983,149,1,8.66
27,1983,149,2,9.48
27,1983,150,1,7.69
27,1983,150,2,7.69
27,1983,151,1,6.89
27,1983,151,2,6.58
27,1983,152,1,6.45
27,1983,152,2,5.92
27,1983,153,1,6.11
27,1983,153,2,5.35
27,1983,154,1,5.46
27,1983,154,2,4.7
157,1983,149,1,3.63
157,1983,149,2,0.9
157,1983,150,1,3.26
157,1983,150,2,0.46
157,1983,151,1,1.96
157,1983,151,2,0.2
157,1983,152,1,0.91
157,1983,152,2,0.09
157,1983,153,1,0.31
157,1983,153,2,0.05
157,1983,154,1,0.14
157,1983,154,2,0.03
196,1983,149,1,6.41
196,1983,149,2,6.43
196,1983,150,1,7.04
196,1983,150,2,6.75
196,1983,151,1,6.62
196,1983,151,2,5.98
196,1983,152,1,5.81
196,1983,152,2,5.12
196,1983,153,1,4.86
196,1983,153,2,4.25
196,1983,154,1,3.95
196,1983,154,2,3.39
191,1983,149,1,4.88
191,1983,149,2,3.95
191,1983,150,1,5.33
191,1983,150,2,3.58
191,1983,151,1,5.15
191,1983,151,2,2.92
191,1983,152,1,4.13
191,1983,152,2,1.67
191,1983,153,1,2.76
191,1983,153,2,0.88
191,1983,154,1,1.79
191,1983,154,2,0.47
198,1983,149,1,6.48
198,1983,149,2,5.91
198,1983,150,1,6.83
198,1983,150,2,5.18
198,1983,151,1,5.75
198,1983,151,2,3.82
198,1983,152,1,4.46
198,1983,152,2,2.71
198,1983,153,1,3.43
198,1983,153,2,1.93
198,1983,154,1,2.37
198,1983,154,2,1.18
160,1984,149,1,2.58
160,1984,149,2,0.77
160,1984,150,1,1.95
160,1984,150,2,0.34
160,1984,151,1,1.67
160,1984,151,2,0.25
160,1984,152,1,1.54
160,1984,152,2,0.18
160,1984,153,1,1.1
160,1984,153,2,0.09
160,1984,154,1,0.76
160,1984,154,2,0.07
168,1984,149,1,3.14
168,1984,149,2,2.52
168,1984,150,1,3.85
168,1984,150,2,2.19
168,1984,151,1,3.74
168,1984,151,2,1.76
168,1984,152,1,2.77
168,1984,152,2,0.75
168,1984,153,1,1.65
168,1984,153,2,0.32
168,1984,154,1,0.9
168,1984,154,2,0.2
43,1984,149,1,7.06
43,1984,149,2,6.85
43,1984,150,1,7.85
43,1984,150,2,7.34
43,1984,151,1,7.91
43,1984,151,2,7
43,1984,152,1,7.71
43,1984,152,2,6.22
43,1984,153,1,6.48
43,1984,153,2,4.52
43,1984,154,1,4.89
43,1984,154,2,2.91
74,1984,149,1,11.1
74,1984,149,2,11.83
74,1984,150,1,10.3
74,1984,150,2,10.44
74,1984,151,1,9.37
74,1984,151,2,8.92
74,1984,152,1,8.43
74,1984,152,2,7.43
74,1984,153,1,7.5
74,1984,153,2,6.04
74,1984,154,1,6.6
74,1984,154,2,4.79
156,1984,149,1,6.16
156,1984,149,2,6.42
156,1984,150,1,6.55
156,1984,150,2,6.42
156,1984,151,1,6.3
156,1984,151,2,3.87
156,1984,152,1,4.68
156,1984,152,2,1.9
156,1984,153,1,2.71
156,1984,153,2,0.91
156,1984,154,1,0.97
156,1984,154,2,0.31
97,1984,149,1,8.22
97,1984,149,2,8.59
97,1984,150,1,8.27
97,1984,150,2,8.43
97,1984,151,1,7.58
97,1984,151,2,7.48
97,1984,152,1,6.85
97,1984,152,2,6.56
97,1984,153,1,6.09
97,1984,153,2,5.64
97,1984,154,1,5.24
97,1984,154,2,4.67
33,1984,149,1,7.76
33,1984,149,2,7.69
33,1984,150,1,8.79
33,1984,150,2,8.55
33,1984,151,1,8.81
33,1984,151,2,8.29
33,1984,152,1,8.33
33,1984,152,2,7.57
33,1984,153,1,7.52
33,1984,153,2,6.53
33,1984,154,1,6.1
33,1984,154,2,4.74
105,1984,149,1,9.36
105,1984,149,2,10.27
105,1984,150,1,8.97
105,1984,150,2,9.59
105,1984,151,1,8.6
105,1984,151,2,9.11
105,1984,152,1,8.25
105,1984,152,2,8.68
105,1984,153,1,8.03
105,1984,153,2,8.29
105,1984,154,1,7.7
105,1984,154,2,7.76
71,1984,149,1,10.99
71,1984,149,2,11.06
71,1984,150,1,10.62
71,1984,150,2,10.45
71,1984,151,1,10.26
71,1984,151,2,9.82
71,1984,152,1,9.63
71,1984,152,2,9.11
71,1984,153,1,8.93
71,1984,153,2,8.42
71,1984,154,1,8.23
71,1984,154,2,7.73
75,1984,149,1,8.69
75,1984,149,2,8.31
75,1984,150,1,9.97
75,1984,150,2,9.1
75,1984,151,1,9.76
75,1984,151,2,8.54
75,1984,152,1,9.35
75,1984,152,2,7.92
75,1984,153,1,8.98
75,1984,153,2,7.27
75,1984,154,1,8.41
75,1984,154,2,6.58
34,1984,149,1,8.52
34,1984,149,2,8.12
34,1984,150,1,9.35
34,1984,150,2,8.66
34,1984,151,1,9.54
34,1984,151,2,8.41
34,1984,152,1,9.25
34,1984,152,2,7.53
34,1984,153,1,8.29
34,1984,153,2,6.06
34,1984,154,1,6.59
34,1984,154,2,4.1
175,1984,149,1,2.71
175,1984,149,2,2
175,1984,150,1,2.63
175,1984,150,2,1.6
175,1984,151,1,2.29
175,1984,151,2,1.05
175,1984,152,1,1.88
175,1984,152,2,0.66
175,1984,153,1,1.44
175,1984,153,2,0.31
175,1984,154,1,0.79
175,1984,154,2,0.15
76,1984,149,1,10.06
76,1984,149,2,10.21
76,1984,150,1,10.05
76,1984,150,2,10.02
76,1984,151,1,9.5
76,1984,151,2,9.05
76,1984,152,1,9.02
76,1984,152,2,8.29
76,1984,153,1,8.16
76,1984,153,2,7.58
76,1984,154,1,7.24
76,1984,154,2,6.59
200,1984,149,1,3.21
200,1984,149,2,1.69
200,1984,150,1,2.8
200,1984,150,2,1.04
200,1984,151,1,2.43
200,1984,151,2,0.72
200,1984,152,1,1.77
200,1984,152,2,0.49
200,1984,153,1,1.11
200,1984,153,2,0.29
200,1984,154,1,0.57
200,1984,154,2,0.13
201,1984,149,1,1.67
201,1984,149,2,0.94
201,1984,150,1,1.39
201,1984,150,2,0.6
201,1984,151,1,0.95
201,1984,151,2,0.34
201,1984,152,1,0.57
201,1984,152,2,0.16
201,1984,153,1,0.25
201,1984,153,2,0.06
201,1984,154,1,0.12
201,1984,154,2,0.02
161,1984,149,1,3.78
161,1984,149,2,2.79
161,1984,150,1,3.38
161,1984,150,2,1.85
161,1984,151,1,2.96
161,1984,151,2,1.26
161,1984,152,1,2.74
161,1984,152,2,0.87
161,1984,153,1,2.31
161,1984,153,2,0.54
161,1984,154,1,1.83
161,1984,154,2,0.35
45,1984,149,1,9.19
45,1984,149,2,9.26
45,1984,150,1,9.85
45,1984,150,2,10.03
45,1984,151,1,9.37
45,1984,151,2,9.31
45,1984,152,1,8.81
45,1984,152,2,8.21
45,1984,153,1,7.87
45,1984,153,2,6.83
45,1984,154,1,6.62
45,1984,154,2,5.02
140,1984,149,1,6.99
140,1984,149,2,6.65
140,1984,150,1,5.8
140,1984,150,2,5.3
140,1984,151,1,5.19
140,1984,151,2,3.58
140,1984,152,1,4.07
140,1984,152,2,1.86
140,1984,153,1,2.44
140,1984,153,2,0.74
140,1984,154,1,0.97
140,1984,154,2,0.19
106,1984,149,1,8.51
106,1984,149,2,8.74
106,1984,150,1,8.49
106,1984,150,2,8.6
106,1984,151,1,7.99
106,1984,151,2,7.92
106,1984,152,1,7.21
106,1984,152,2,6.96
106,1984,153,1,6.72
106,1984,153,2,6.17
106,1984,154,1,5.93
106,1984,154,2,5.36
44,1984,149,1,6.69
44,1984,149,2,6.07
44,1984,150,1,7.02
44,1984,150,2,6.16
44,1984,151,1,7.01
44,1984,151,2,5.73
44,1984,152,1,6.51
44,1984,152,2,4.87
44,1984,153,1,5.67
44,1984,153,2,3.79
44,1984,154,1,4.63
44,1984,154,2,2.96
57,1984,149,1,8.12
57,1984,149,2,8
57,1984,150,1,9.54
57,1984,150,2,9.76
57,1984,151,1,9.39
57,1984,151,2,9.54
57,1984,152,1,8.66
57,1984,152,2,8.4
57,1984,153,1,7.49
57,1984,153,2,6.76
57,1984,154,1,5.86
57,1984,154,2,4.53
108,1984,149,1,5.89
108,1984,149,2,5.69
108,1984,150,1,5.84
108,1984,150,2,5.11
108,1984,151,1,5.45
108,1984,151,2,4.59
108,1984,152,1,4.95
108,1984,152,2,4.15
108,1984,153,1,4.4
108,1984,153,2,3.77
108,1984,154,1,3.57
108,1984,154,2,2.98
121,1984,149,1,6.86
121,1984,149,2,5.78
121,1984,150,1,6.67
121,1984,150,2,5.02
121,1984,151,1,5.69
121,1984,151,2,3.8
121,1984,152,1,4.76
121,1984,152,2,2.82
121,1984,153,1,3.73
121,1984,153,2,1.95
121,1984,154,1,2.74
121,1984,154,2,1.39
135,1984,149,1,4.61
135,1984,149,2,5.07
135,1984,150,1,4.77
135,1984,150,2,4.91
135,1984,151,1,4.17
135,1984,151,2,4.01
135,1984,152,1,3.46
135,1984,152,2,3.1
135,1984,153,1,2.74
135,1984,153,2,2.27
135,1984,154,1,2.07
135,1984,154,2,1.65
107,1984,149,1,6.95
107,1984,149,2,7.52
107,1984,150,1,6.15
107,1984,150,2,6.14
107,1984,151,1,5.35
107,1984,151,2,4.87
107,1984,152,1,4.61
107,1984,152,2,3.8
107,1984,153,1,3.93
107,1984,153,2,2.91
107,1984,154,1,3.32
107,1984,154,2,2.2
66,1984,149,1,11.43
66,1984,149,2,11.11
66,1984,150,1,10.6
66,1984,150,2,9.66
66,1984,151,1,9.65
66,1984,151,2,8.1
66,1984,152,1,8.65
66,1984,152,2,6.6
66,1984,153,1,7.68
66,1984,153,2,5.24
66,1984,154,1,6.71
66,1984,154,2,4.02
162,1984,149,1,4.03
162,1984,149,2,1.71
162,1984,150,1,3.44
162,1984,150,2,1.25
162,1984,151,1,2.91
162,1984,151,2,0.91
162,1984,152,1,2.44
162,1984,152,2,0.66
162,1984,153,1,2.03
162,1984,153,2,0.47
162,1984,154,1,1.68
162,1984,154,2,0.34
193,1984,149,1,3.76
193,1984,149,2,5.01
193,1984,150,1,3.43
193,1984,150,2,3.81
193,1984,151,1,2.8
193,1984,151,2,2.79
193,1984,152,1,1.96
193,1984,152,2,1.57
193,1984,153,1,1.32
193,1984,153,2,0.98
193,1984,154,1,0.79
193,1984,154,2,0.5
169,1984,149,1,3.7
169,1984,149,2,2.15
169,1984,150,1,3.91
169,1984,150,2,1.75
169,1984,151,1,3.39
169,1984,151,2,1.09
169,1984,152,1,2.36
169,1984,152,2,0.48
169,1984,153,1,1.32
169,1984,153,2,0.19
169,1984,154,1,0.69
169,1984,154,2,0.07
101,1984,149,1,11.73
101,1984,149,2,11.98
101,1984,150,1,12.41
101,1984,150,2,12.31
101,1984,151,1,11.98
101,1984,151,2,11.91
101,1984,152,1,11.09
101,1984,152,2,11
101,1984,153,1,9.99
101,1984,153,2,9.84
101,1984,154,1,9.07
101,1984,154,2,9.05
94,1984,149,1,7.79
94,1984,149,2,7.29
94,1984,150,1,10.72
94,1984,150,2,9.56
94,1984,151,1,10.73
94,1984,151,2,9.35
94,1984,152,1,10.51
94,1984,152,2,8.89
94,1984,153,1,10.23
94,1984,153,2,8.25
94,1984,154,1,9.72
94,1984,154,2,7.51
98,1984,149,1,8.55
98,1984,149,2,8.76
98,1984,150,1,8.55
98,1984,150,2,8.41
98,1984,151,1,7.7
98,1984,151,2,7.42
98,1984,152,1,6.85
98,1984,152,2,6.4
98,1984,153,1,6
98,1984,153,2,5.44
98,1984,154,1,5.14
98,1984,154,2,4.75
6,1984,149,1,7.18
6,1984,149,2,6.37
6,1984,150,1,7.02
6,1984,150,2,5.17
6,1984,151,1,6.19
6,1984,151,2,3.98
6,1984,152,1,5.05
6,1984,152,2,2.78
6,1984,153,1,3.96
6,1984,153,2,1.6
6,1984,154,1,2.88
6,1984,154,2,0.71
205,1984,149,1,3.54
205,1984,149,2,2.06
205,1984,150,1,3.41
205,1984,150,2,1.52
205,1984,151,1,2.9
205,1984,151,2,0.92
205,1984,152,1,2.08
205,1984,152,2,0.51
205,1984,153,1,0.98
205,1984,153,2,0.16
205,1984,154,1,0.44
205,1984,154,2,0.07
202,1984,149,1,5.35
202,1984,149,2,4.07
202,1984,150,1,5.1
202,1984,150,2,2.95
202,1984,151,1,4.15
202,1984,151,2,1.88
202,1984,152,1,3.04
202,1984,152,2,1.08
202,1984,153,1,1.9
202,1984,153,2,0.45
202,1984,154,1,1.05
202,1984,154,2,0.18
171,1984,149,1,4.24
171,1984,149,2,2.94
171,1984,150,1,5.17
171,1984,150,2,2.8
171,1984,151,1,5.14
171,1984,151,2,2.32
171,1984,152,1,4.6
171,1984,152,2,1.54
171,1984,153,1,3.48
171,1984,153,2,0.84
171,1984,154,1,2.38
171,1984,154,2,0.34
170,1984,149,1,5.61
170,1984,149,2,4.43
170,1984,150,1,6.36
170,1984,150,2,4.04
170,1984,151,1,5.59
170,1984,151,2,2.79
170,1984,152,1,4.53
170,1984,152,2,1.54
170,1984,153,1,2.77
170,1984,153,2,0.56
170,1984,154,1,1.39
170,1984,154,2,0.21
125,1984,149,1,5.96
125,1984,149,2,6.2
125,1984,150,1,6
125,1984,150,2,5.8
125,1984,151,1,5.25
125,1984,151,2,4.8
